NM_000014.5	A2M
NM_014857.4	RABGAP1L
NM_014858.3	TMCC2
NM_014859.5	ARHGAP44
NM_014860.2	SUPT7L
NM_014861.3	ATP2C2
NM_014862.3	ARNT2
NM_014863.3	CHST15
NM_014864.3	FAM20B
NM_014865.3	NCAPD2
NM_014866.1	SEC16A
NM_014867.2	KBTBD11
NM_014868.4	RNF10
NM_014869.6	IQSEC1
NM_014870.3	ZBTB40
NM_014871.4	PAN2
NM_014872.2	ZBTB5
NM_014873.2	LPGAT1
NM_014874.3	MFN2
NM_014875.2	KIF14
NM_014876.5	JOSD1
NM_014877.3	HELZ
NM_014878.4	PUM3
NM_014879.3	P2RY14
NM_014880.4	CD302
NM_014881.4	DCLRE1A
NM_014882.2	ARHGAP25
NM_014883.3	FAM13A
NM_014884.4	SUGP2
NM_014885.4	ANAPC10
NM_014886.4	NSA2
NM_014887.2	N4BP2L2
NM_014888.2	FAM3C
NM_014889.3	PITRM1
NM_014890.3	FILIP1L
NM_014891.6	PDAP1
NM_014892.4	SCAF8
NM_014893.4	NLGN4Y
NM_014895.3	CEP162
NM_014897.2	ZNF652
NM_014898.2	ZFP30
NM_014899.3	RHOBTB3
NM_014900.4	COBLL1
NM_014901.4	RNF44
NM_014902.5	DLGAP4
NM_014903.5	NAV3
NM_014904.2	RAB11FIP2
NM_014905.4	GLS
NM_014906.4	PPM1E
NM_014907.2	FRMPD1
NM_014908.3	DOLK
NM_014909.4	VASH1
NM_014910.4	ZNF507
NM_014911.3	AAK1
NM_014912.4	CPEB3
NM_014913.3	ADNP2
NM_014914.4	AGAP1
NM_014915.2	ANKRD26
NM_014916.3	LMTK2
NM_014917.3	NTNG1
NM_014918.4	CHSY1
NM_014920.3	ICK
NM_014921.4	ADGRL1
NM_014922.4	NLRP1
NM_014923.4	FNDC3A
NM_014924.4	ATG14
NM_014925.4	R3HDM2
NM_014926.3	SLITRK3
NM_014927.4	CNKSR2
NM_014929.3	FASTKD2
NM_014930.2	ZNF510
NM_014931.3	PPP6R1
NM_014932.3	NLGN1
NM_014934.4	DZIP1
NM_014935.4	PLEKHA6
NM_014936.4	ENPP4
NM_014937.3	INPP5F
NM_014938.5	MLXIP
NM_014939.3	TRAPPC8
NM_014940.3	MON1B
NM_014941.3	MORC2
NM_014942.4	ANKRD6
NM_014943.3	ZHX2
NM_014944.4	CLSTN1
NM_014945.4	ABLIM3
NM_014946.3	SPAST
NM_014947.4	FOXJ3
NM_014948.3	UBOX5
NM_014949.3	KIAA0907
NM_014950.2	ZBTB1
NM_014951.2	ZNF365
NM_014952.4	BAHD1
NM_014953.4	DIS3
NM_014954.3	RPH3A
NM_014955.2	METTL13
NM_014956.4	CEP164
NM_014957.2	DENND3
NM_014959.3	CARD8
NM_014960.4	ARSG
NM_014961.4	RUFY3
NM_014962.3	BTBD3
NM_014963.2	SBNO2
NM_014964.4	EPN2
NM_014965.4	TRAK1
NM_014966.3	DHX30
NM_014967.4	FAN1
NM_014969.5	WDR47
NM_014970.3	KIFAP3
NM_014971.1	EFR3B
NM_014972.2	TCF25
NM_014974.2	DIP2C
NM_014975.2	MAST1
NM_014976.1	PDCD11
NM_014977.3	ACIN1
NM_014978.2	SORCS3
NM_014979.3	SV2C
NM_014980.2	STXBP5L
NM_014981.1	MYH15
NM_014982.2	PCNX1
NM_014983.2	HMGXB3
NM_014984.3	CEP131
NM_014985.3	CEP152
NM_014988.4	LIMCH1
NM_014989.5	RIMS1
NM_014990.2	RALGAPA1
NM_014991.4	WDFY3
NM_014992.2	DAAM1
NM_014994.2	MAPKBP1
NM_014996.2	PLCH1
NM_014997.3	KLHDC10
NM_014999.3	RAB21
NM_015000.3	STK38L
NM_015001.2	SPEN
NM_015002.2	FBXO21
NM_015004.3	EXOSC7
NM_015005.2	CEP170B
NM_015009.2	PDZRN3
NM_015011.1	MYO16
NM_015012.3	TMEM41B
NM_015013.3	KDM1A
NM_015014.3	RBM34
NM_015015.2	KDM4B
NM_015016.1	MAST3
NM_015017.4	USP33
NM_015018.3	DOPEY1
NM_015020.3	PHLPP2
NM_015021.1	ZNF292
NM_015023.4	WDTC1
NM_015024.4	XPO7
NM_015025.3	MYT1L
NM_015026.2	MON2
NM_015027.3	PDXDC1
NM_015028.3	TNIK
NM_015029.2	POP1
NM_015030.1	FRYL
NM_015032.3	PDS5B
NM_015033.2	FNBP1
NM_015035.3	ZHX3
NM_015036.2	ENDOD1
NM_015037.3	ZSWIM8
NM_015038.1	KIAA0754
NM_015039.3	NMNAT2
NM_015040.3	PIKFYVE
NM_015041.2	CLUAP1
NM_015042.1	ZNF609
NM_015043.3	TBC1D9B
NM_015044.4	GGA2
NM_015045.3	WAPL
NM_015046.5	SETX
NM_015047.2	EMC1
NM_015048.1	SETD1B
NM_015049.2	TRAK2
NM_015050.2	CMTR1
NM_015051.2	ERP44
NM_015052.4	HECW1
NM_015054.1	UHRF1BP1L
NM_015055.3	SWAP70
NM_015056.2	RRP1B
NM_015057.4	MYCBP2
NM_015058.1	VWA8
NM_015059.2	TLN2
NM_015060.2	AVL9
NM_015061.3	KDM4C
NM_015062.4	PPRC1
NM_015063.2	SLC8A2
NM_015065.2	EXPH5
NM_015068.3	PEG10
NM_015069.4	ZNF423
NM_015070.5	ZC3H13
NM_015071.4	ARHGAP26
NM_015072.4	TTLL5
NM_015073.2	SIPA1L3
NM_015074.3	KIF1B
NM_015075.1	IQSEC2
NM_015076.4	CDK19
NM_015077.3	SARM1
NM_015078.3	MCF2L2
NM_015079.5	TBC1D2B
NM_015082.1	FSTL4
NM_015083.2	CDK12
NM_015084.2	MRPS27
NM_015085.4	RAP1GAP2
NM_015086.1	DDN
NM_015087.4	SPG20
NM_015089.3	CUL9
NM_015090.3	NFASC
NM_015091.3	FAM179B
NM_015092.4	SMG1
NM_015093.5	TAB2
NM_015094.2	HIC2
NM_015097.2	CLASP2
NM_015099.3	CAMTA2
NM_015100.3	POGZ
NM_015101.3	COLGALT2
NM_015102.4	NPHP4
NM_015103.2	PLXND1
NM_015104.2	ATG2A
NM_015106.3	RAD54L2
NM_015107.2	PHF8
NM_015110.3	SMC5
NM_015111.1	N4BP3
NM_015112.2	MAST2
NM_015113.3	ZZEF1
NM_015114.2	ANKLE2
NM_015115.3	DCUN1D4
NM_015116.2	LRCH1
NM_015117.2	ZC3H3
NM_015120.4	ALMS1
NM_015122.2	FCHO1
NM_015123.2	FRMD4B
NM_015124.4	GRAMD4
NM_015125.4	CIC
NM_015127.4	CLCC1
NM_015129.5	SEPT6
NM_015130.2	TBC1D9
NM_015131.2	WDR43
NM_015132.4	SNX13
NM_015133.4	MAPK8IP3
NM_015134.3	MPRIP
NM_015135.2	NUP205
NM_015136.2	STAB1
NM_015137.5	EFR3A
NM_015138.4	RTF1
NM_015139.2	SLC35D1
NM_015140.3	TTLL12
NM_015141.3	GPD1L
NM_015143.2	METAP1
NM_015144.2	ZCCHC14
NM_015146.1	SEPT8
NM_015147.2	CEP68
NM_015148.3	PASK
NM_015149.4	RGL1
NM_015150.1	RFTN1
NM_015151.3	DIP2A
NM_015153.3	PHF3
NM_015154.2	MESDC2
NM_015155.2	LARP4B
NM_015156.3	RCOR1
NM_015157.3	PHLDB1
NM_015158.3	KANK1
NM_015159.2	FAM168A
NM_015160.2	PMPCA
NM_015161.2	ARL6IP1
NM_015162.4	ACSBG1
NM_015163.5	TRIM9
NM_015164.2	PLEKHM2
NM_015166.3	MLC1
NM_015167.2	JMJD6
NM_015168.1	ZC3H4
NM_015169.3	RRS1
NM_015170.2	SULF1
NM_015171.3	XPO6
NM_015172.3	PRRC2C
NM_015173.3	TBC1D1
NM_015174.1	ZFR2
NM_015175.2	NBEAL2
NM_015176.3	FBXO28
NM_015177.1	DTX4
NM_015178.2	RHOBTB2
NM_015179.3	RRP12
NM_015180.4	SYNE2
NM_015183.2	MAST4
NM_015184.5	PLCL2
NM_015185.2	ARHGEF9
NM_015186.3	VPS13A
NM_015187.4	SEL1L3
NM_015188.1	TBC1D12
NM_015189.2	EXOC6B
NM_015190.4	DNAJC9
NM_015191.2	SIK2
NM_015192.3	PLCB1
NM_015193.4	ARC
NM_015194.2	MYO1D
NM_015196.3	KIAA0922
NM_015197.3	PACS2
NM_015198.4	COBL
NM_015199.3	ANKRD28
NM_015201.4	BOP1
NM_015202.3	KIAA0556
NM_015203.4	RPRD2
NM_015204.2	THSD7A
NM_015205.2	ATP11A
NM_015206.2	KIAA1024
NM_015207.1	OTUD3
NM_015208.4	ANKRD12
NM_015209.2	KAZN
NM_015210.3	MTCL1
NM_015213.3	DENND5A
NM_015214.2	DDHD2
NM_015215.3	CAMTA1
NM_015216.4	PPIP5K2
NM_015219.4	EXOC7
NM_015221.3	DNMBP
NM_015224.3	FAM208A
NM_015225.2	PRUNE2
NM_015226.2	CLEC16A
NM_015227.4	POFUT2
NM_015229.3	CLUH
NM_015230.3	ARAP2
NM_015231.2	NUP160
NM_015232.1	IQSEC3
NM_015233.5	MTUS2
NM_015234.4	ADGRF5
NM_015235.2	CSTF2T
NM_015236.5	ADGRL3
NM_015237.3	KIAA1107
NM_015238.2	WWC1
NM_015239.2	AGTPBP1
NM_015241.2	MICAL3
NM_015242.4	ARAP1
NM_015243.2	VPS13B
NM_015245.2	ANKS1A
NM_015246.3	MGRN1
NM_015247.2	CYLD
NM_015250.3	BICD2
NM_015251.2	ATMIN
NM_015252.3	EHBP1
NM_015253.1	WSCD1
NM_015254.3	KIF13B
NM_015255.2	UBR2
NM_015256.3	ACSL6
NM_015257.2	NEMP1
NM_015258.1	FKBP15
NM_015259.5	ICOSLG
NM_015260.3	SIN3B
NM_015261.2	NCAPD3
NM_015262.2	WASHC2C
NM_015263.3	DMXL2
NM_015264.1	KIAA0930
NM_015265.3	SATB2
NM_015266.2	SLC9A8
NM_015267.3	CUX2
NM_015268.3	DNAJC13
NM_015269.2	ZCCHC11
NM_015270.4	ADCY6
NM_015271.4	TRIM2
NM_015272.4	RPGRIP1L
NM_015274.2	MAN2B2
NM_015275.2	WASHC4
NM_015276.1	USP22
NM_015277.5	NEDD4L
NM_015278.4	SASH1
NM_015279.1	TBC1D30
NM_015282.2	CLASP1
NM_015283.1	DPY19L1
NM_015284.3	SZT2
NM_015285.2	WDR7
NM_015286.5	SYNM
NM_015288.5	JADE2
NM_015289.3	VPS39
NM_015291.3	DNAJC16
NM_015292.2	ESYT1
NM_015294.4	TRIM37
NM_015295.2	SMCHD1
NM_015296.2	DOCK9
NM_015297.2	PHF24
NM_015299.2	KHNYN
NM_015302.1	HAUS5
NM_015303.3	VPS8
NM_015305.3	ANGEL1
NM_015306.2	USP24
NM_015307.1	FAM189A1
NM_015308.3	FNBP4
NM_015310.3	PSD3
NM_015311.2	OBSL1
NM_015312.3	KIAA1109
NM_015313.2	ARHGEF12
NM_015314.2	KIAA0895
NM_015315.4	LARP1
NM_015316.2	PPP1R13B
NM_015317.2	PUM2
NM_015318.3	ARHGEF18
NM_015319.2	TNS2
NM_015320.3	ARHGEF4
NM_015321.2	CRTC1
NM_015322.4	FEM1B
NM_015323.4	UFL1
NM_015324.3	RRP8
NM_015325.2	ICE1
NM_015326.4	SRGAP2
NM_015327.2	SMG5
NM_015328.3	AHCYL2
NM_015329.3	MAU2
NM_015330.4	SPECC1L
NM_015331.2	NCSTN
NM_015332.3	NUDCD3
NM_015335.4	MED13L
NM_015336.2	ZDHHC17
NM_015338.5	ASXL1
NM_015339.4	ADNP
NM_015340.3	LARS2
NM_015341.4	NCAPH
NM_015342.3	PPWD1
NM_015343.4	CTDNEP1
NM_015344.2	LEPROTL1
NM_015345.3	DAAM2
NM_015346.3	ZFYVE26
NM_015347.4	RIMBP2
NM_015348.1	TMEM131
NM_015349.2	GLTSCR1L
NM_015350.2	LRRC8B
NM_015351.1	TTC9
NM_015352.1	POFUT1
NM_015353.2	KCTD2
NM_015354.2	NUP188
NM_015355.3	SUZ12
NM_015356.4	SCRIB
NM_015358.2	MORC3
NM_015359.4	SLC39A14
NM_015360.4	SKIV2L2
NM_015361.3	R3HDM1
NM_015362.4	ELP5
NM_015363.4	ZIM2
NM_015364.4	LY96
NM_015365.2	AMMECR1
NM_015366.3	PRR5
NM_015367.3	BCL2L13
NM_015368.3	PANX1
NM_015370.1	C22orf31
NM_015372.2	C22orf24
NM_015373.3	CBY1
NM_015374.2	SUN2
NM_015375.2	DSTYK
NM_015376.2	RASGRP3
NM_015378.3	VPS13D
NM_015379.4	BRI3
NM_015380.4	SAMM50
NM_015381.6	FAM19A5
NM_015382.3	HECTD1
NM_015384.4	NIPBL
NM_015385.3	SORBS1
NM_015386.2	COG4
NM_015387.4	MOB4
NM_015388.3	YIPF3
NM_015391.3	ANAPC13
NM_015392.3	NPDC1
NM_015393.3	PARM1
NM_015394.4	ZNF10
NM_015395.2	TECPR1
NM_015396.5	ARMC8
NM_015397.3	DCAF12
NM_015398.2	FAM149A
NM_015399.3	BRMS1
NM_015401.4	HDAC7
NM_015404.3	WHRN
NM_015407.4	ABHD14A
NM_015409.4	EP400
NM_015411.2	SUMF2
NM_015412.3	NEPRO
NM_015414.3	RPL36
NM_015415.3	MPC2
NM_015416.4	LETMD1
NM_015417.4	SPEF1
NM_015419.3	MXRA5
NM_015420.6	DCAF13
NM_015421.3	TMEM186
NM_015423.2	AASDHPPT
NM_015424.5	CHRDL2
NM_015425.4	POLR1A
NM_015426.4	POC1A
NM_015428.3	ZNF473
NM_015429.3	ABI3BP
NM_015430.3	PAMR1
NM_015431.3	TRIM58
NM_015433.2	METTL21B
NM_015434.3	INTS7
NM_015435.4	RNF19A
NM_015436.3	RCHY1
NM_015439.2	CCDC28A
NM_015440.4	MTHFD1L
NM_015441.2	OLFML2B
NM_015442.2	CNOT10
NM_015443.3	KANSL1
NM_015444.2	TMEM158
NM_015446.4	AHCTF1
NM_015447.3	CAMSAP1
NM_015448.2	DPCD
NM_015449.3	C1orf43
NM_015450.2	POT1
NM_015453.2	THUMPD3
NM_015454.2	LARP7
NM_015456.4	NELFB
NM_015457.2	ZDHHC5
NM_015458.3	MTMR9
NM_015459.4	ATL3
NM_015460.3	MYRIP
NM_015461.2	ZNF521
NM_015462.4	NOL11
NM_015464.2	SOSTDC1
NM_015465.4	GEMIN5
NM_015466.3	PTPN23
NM_015469.2	NIPSNAP3A
NM_015470.2	RAB11FIP5
NM_015471.3	NSL1
NM_015472.4	WWTR1
NM_015473.3	HEATR5A
NM_015474.3	SAMHD1
NM_015475.4	FAM98A
NM_015476.3	TPGS2
NM_015477.2	SIN3A
NM_015478.6	L3MBTL1
NM_015480.2	NECTIN3
NM_015481.2	ZNF385A
NM_015482.1	SLC22A23
NM_015483.2	KBTBD2
NM_015484.4	SYF2
NM_015485.4	RWDD3
NM_015488.4	PNKD
NM_015490.3	SEC31B
NM_015491.2	PNISR
NM_015492.4	C15orf39
NM_015493.6	KANK2
NM_015496.4	KIAA1429
NM_015497.4	TMEM87A
NM_015500.1	C2CD2
NM_015503.2	SH2B1
NM_015506.2	MMACHC
NM_015507.3	EGFL6
NM_015508.4	TIPARP
NM_015509.3	NECAP1
NM_015510.4	DHRS7B
NM_015511.4	AAR2
NM_015512.4	DNAH1
NM_015513.4	CRELD1
NM_015514.1	NGDN
NM_015515.4	KRT23
NM_015516.3	TSKU
NM_015517.4	HINFP
NM_015520.1	MAGI1
NM_015522.3	DYNC2LI1
NM_015523.3	REXO2
NM_015525.3	IBTK
NM_015526.2	CLIP3
NM_015527.3	TBC1D10B
NM_015528.2	RNF167
NM_015529.3	MOXD1
NM_015530.4	GORASP2
NM_015531.5	C2CD3
NM_015532.4	POLR2M
NM_015533.3	TKFC
NM_015534.5	ZZZ3
NM_015535.2	SPATS2L
NM_015537.4	NSMF
NM_015540.3	RPAP1
NM_015541.2	LRIG1
NM_015542.3	UPF2
NM_015543.1	RAB1A
NM_015544.2	TMEM98
NM_015545.3	PTCD1
NM_015547.3	ACOT11
NM_015548.4	DST
NM_015550.3	OSBPL3
NM_015551.1	SUSD5
NM_015553.2	IPCEF1
NM_015554.2	GLCE
NM_015555.2	ZNF451
NM_015556.2	SIPA1L1
NM_015557.2	CHD5
NM_015559.2	SETBP1
NM_015560.2	OPA1
NM_015562.1	UBXN7
NM_015564.2	LRRTM2
NM_015565.2	LTN1
NM_015566.2	FAM169A
NM_015567.1	SLITRK5
NM_015568.3	PPP1R16B
NM_015569.4	DNM3
NM_015570.3	AUTS2
NM_015571.3	SENP6
NM_015574.1	ANKRD17
NM_015575.3	GIGYF2
NM_015576.2	ERC2
NM_015577.2	RAI14
NM_015578.2	LSM14A
NM_015584.4	POLDIP2
NM_015585.3	CFAP61
NM_015589.5	SAMD4A
NM_015590.3	GPATCH4
NM_015594.2	TBC1D29
NM_015595.3	ARHGEF26
NM_015596.1	KLK13
NM_015597.5	GPSM1
NM_015599.2	PGM3
NM_015600.4	ABHD12
NM_015601.3	HERC4
NM_015602.3	TOR1AIP1
NM_015603.2	CCDC9
NM_015604.3	DCAF4
NM_015605.8	PTPN20
NM_015607.3	CHTOP
NM_015608.2	EDRF1
NM_015610.3	WIPI2
NM_015613.2	LRIT1
NM_015617.2	PYGO1
NM_015621.2	CCDC69
NM_015622.5	CCZ1
NM_015626.8	WSB1
NM_015627.2	LDLRAP1
NM_015629.3	PRPF31
NM_015630.3	EPC2
NM_015631.5	TCTN3
NM_015633.2	FGFR1OP2
NM_015634.3	KIF1BP
NM_015635.3	GAPVD1
NM_015636.3	EIF2B4
NM_015638.2	TRPC4AP
NM_015640.3	SERBP1
NM_015641.3	TES
NM_015642.5	ZBTB20
NM_015645.4	C1QTNF5
NM_015646.5	RAP1B
NM_015649.2	IRF2BP1
NM_015650.3	TRAF3IP1
NM_015651.2	PHF19
NM_015653.4	RIBC2
NM_015654.4	NAT9
NM_015655.3	ZNF337
NM_015656.1	KIF26A
NM_015657.3	ABCA12
NM_015658.3	NOC2L
NM_015659.2	RSL1D1
NM_015660.2	GIMAP2
NM_015662.2	IFT172
NM_015665.5	AAAS
NM_015666.3	MTG2
NM_015667.2	SPATA31A7
NM_015668.4	RGS22
NM_015669.4	PCDHB5
NM_015670.5	SENP3
NM_015672.1	RIMBP3
NM_015675.3	GADD45B
NM_015676.1	TMEM251
NM_015677.3	SH3YL1
NM_015678.4	NBEA
NM_015679.2	TRUB2
NM_015680.5	CNPPD1
NM_015681.4	B9D1
NM_015683.1	ARRDC2
NM_015684.3	ATP5S
NM_015685.5	SDCBP2
NM_015686.2	FAM155B
NM_015687.4	FILIP1
NM_015688.1	FAM184B
NM_015689.4	DENND2A
NM_015690.4	STK36
NM_015691.3	WWC3
NM_015692.2	CPAMD8
NM_015693.3	INTU
NM_015694.2	ZNF777
NM_015695.2	BRPF3
NM_015696.4	GPX7
NM_015697.7	COQ2
NM_015698.5	GPKOW
NM_015700.3	NFU1
NM_015701.4	ERLEC1
NM_015702.2	MMADHC
NM_015703.4	RRP7A
NM_015704.2	DESI1
NM_015705.5	SGSM3
NM_015710.4	GLTSCR2
NM_015711.3	GLTSCR1
NM_015713.4	RRM2B
NM_015714.3	G0S2
NM_015715.4	PLA2G3
NM_015716.4	MINK1
NM_015717.4	CD207
NM_015718.2	NOX3
NM_015719.3	COL5A3
NM_015720.3	PODXL2
NM_015721.2	GEMIN4
NM_015722.3	CALY
NM_015723.4	PNPLA8
NM_015725.2	RDH8
NM_015726.3	DCAF8
NM_015727.2	TACR1
NM_015831.2	ACHE
NM_015832.4	MBD2
NM_015833.3	ADARB1
NM_015834.3	ADARB1
NM_015836.3	WARS2
NM_015837.2	FCN2
NM_015840.3	ADAR
NM_015841.3	ADAR
NM_015842.2	LMO7
NM_015844.2	MBD1
NM_015845.3	MBD1
NM_015846.3	MBD1
NM_015847.3	MBD1
NM_015848.4	KRT76
NM_015849.2	CELA2B
NM_015850.3	FGFR1
NM_015852.3	ZNF117
NM_015853.4	UBXN1
NM_015859.3	GTF2A1
NM_015864.3	FAM65B
NM_015865.6	SLC14A1
NM_015866.4	PRDM2
NM_015868.2	KIR2DL3
NM_015869.4	PPARG
NM_015871.4	ZNF593
NM_015873.3	VILL
NM_015874.4	RBPJ
NM_015878.5	AZIN1
NM_015879.2	ST8SIA3
NM_015881.5	DKK3
NM_015884.3	MBTPS2
NM_015885.3	PCF11
NM_015886.4	PI15
NM_015888.4	HOOK1
NM_015889.4	MED15
NM_015891.2	CDC40
NM_015892.4	CHST15
NM_015893.1	PRLH
NM_015894.3	STMN3
NM_015895.4	GMNN
NM_015896.3	ZMYND10
NM_015897.3	PIAS4
NM_015898.3	ZBTB7A
NM_015900.3	PLA1A
NM_015901.5	NUDT13
NM_015902.5	UBR5
NM_015904.3	EIF5B
NM_015905.2	TRIM24
NM_015906.3	TRIM33
NM_015907.2	LAP3
NM_015908.5	SRRT
NM_015909.3	NBAS
NM_015910.5	WDPCP
NM_015911.3	ZNF691
NM_015912.3	FAM135B
NM_015913.3	TXNDC12
NM_015914.6	TXNDC11
NM_015915.4	ATL1
NM_015916.4	CALHM2
NM_015917.2	GSTK1
NM_015918.3	POP5
NM_015919.3	ZNF226
NM_015920.3	RPS27L
NM_015921.2	CUTA
NM_015922.2	NSDHL
NM_015925.6	LSR
NM_015926.5	TEX264
NM_015927.4	TGFB1I1
NM_015929.3	LIPT1
NM_015931.2	SSUH2
NM_015932.5	POMP
NM_015933.5	TMA7
NM_015934.4	NOP58
NM_015935.4	METTL13
NM_015937.5	PIGT
NM_015938.4	NMD3
NM_015939.4	TRMT6
NM_015941.3	ATP6V1H
NM_015942.4	MTERF3
NM_015944.3	AMDHD2
NM_015945.11	SLC35C2
NM_015946.4	PELO
NM_015948.4	SLC35B3
NM_015949.2	GET4
NM_015950.4	MRPL2
NM_015952.3	RWDD1
NM_015953.4	NOSIP
NM_015954.3	DERA
NM_015955.3	MEMO1
NM_015956.2	MRPL4
NM_015957.3	APIP
NM_015958.2	DPH5
NM_015959.3	TMX2
NM_015960.2	CUTC
NM_015962.4	FCF1
NM_015963.5	THAP4
NM_015964.3	TPPP3
NM_015965.6	NDUFA13
NM_015966.2	ERGIC3
NM_015967.6	PTPN22
NM_015969.2	MRPS17
NM_015971.3	MRPS7
NM_015972.3	POLR1D
NM_015973.4	GAL
NM_015974.2	CRYL1
NM_015975.4	TAF9B
NM_015976.4	SNX7
NM_015978.2	TNNI3K
NM_015979.3	MED23
NM_015980.4	HMP19
NM_015981.3	CAMK2A
NM_015982.3	YBX2
NM_015983.3	UBE2D4
NM_015984.3	UCHL5
NM_015985.3	ANGPT4
NM_015986.3	CRLF3
NM_015987.4	HEBP1
NM_015989.4	CSAD
NM_015990.4	KLHL5
NM_015991.3	C1QA
NM_015993.2	PLLP
NM_015994.3	ATP6V1D
NM_015995.3	KLF13
NM_015997.3	RRNAD1
NM_015999.5	ADIPOR1
NM_016001.2	UTP18
NM_016002.2	SCCPDH
NM_016003.3	WIPI2
NM_016004.4	IFT52
NM_016006.4	ABHD5
NM_016008.3	DYNC2LI1
NM_016009.4	SH3GLB1
NM_016010.2	ZC2HC1A
NM_016011.3	MECR
NM_016013.3	NDUFAF1
NM_016014.3	ABHD17B
NM_016016.3	SLC25A39
NM_016018.4	PHF20L1
NM_016019.4	LUC7L2
NM_016020.3	TFB1M
NM_016021.2	UBE2J1
NM_016022.3	APH1A
NM_016023.3	OTUD6B
NM_016024.2	RBMX2
NM_016025.4	METTL9
NM_016026.3	RDH11
NM_016027.2	LACTB2
NM_016028.4	KMT5B
NM_016029.3	DHRS7
NM_016030.5	TRAPPC12
NM_016032.3	ZDHHC9
NM_016033.2	RMDN1
NM_016034.4	MRPS2
NM_016035.4	COQ4
NM_016037.3	UTP11
NM_016038.2	SBDS
NM_016039.2	C14orf166
NM_016040.4	TMED5
NM_016041.4	DERL2
NM_016042.3	EXOSC3
NM_016044.2	FAHD2A
NM_016045.2	PRELID3B
NM_016046.4	EXOSC1
NM_016047.3	SF3B6
NM_016048.2	ISOC1
NM_016049.3	EMC9
NM_016050.4	MRPL11
NM_016052.3	RRP15
NM_016053.3	WASHC3
NM_016055.5	MRPL48
NM_016056.3	TMBIM4
NM_016057.2	COPZ1
NM_016058.3	TPRKB
NM_016059.4	PPIL1
NM_016060.2	MED31
NM_016061.2	YPEL5
NM_016062.3	FAM96B
NM_016063.2	HDDC2
NM_016065.3	MRPS16
NM_016066.4	GLRX2
NM_016067.3	MRPS18C
NM_016068.2	FIS1
NM_016069.9	PAM16
NM_016070.3	MRPS23
NM_016071.3	MRPS33
NM_016072.4	GOLT1B
NM_016073.3	HDGFRP3
NM_016074.4	BOLA1
NM_016075.3	VPS36
NM_016076.4	DESI2
NM_016077.4	PTRH2
NM_016078.5	TVP23B
NM_016079.3	CHMP3
NM_016080.3	GLOD4
NM_016081.3	PALLD
NM_016082.4	CDK5RAP1
NM_016084.4	RASD1
NM_016085.4	ATRAID
NM_016086.2	STYXL1
NM_016087.2	WNT16
NM_016089.2	ZNF589
NM_016090.3	RBM7
NM_016091.3	EIF3L
NM_016093.3	RPL26L1
NM_016094.3	COMMD2
NM_016095.2	GINS2
NM_016096.3	ZNF706
NM_016097.4	IER3IP1
NM_016098.3	MPC1
NM_016099.2	GOLGA7
NM_016100.4	NAA20
NM_016101.4	NIP7
NM_016102.3	TRIM17
NM_016103.3	SAR1B
NM_016104.3	RWDD1
NM_016106.3	SCFD1
NM_016107.4	ZFR
NM_016108.3	AIG1
NM_016111.3	TELO2
NM_016112.2	PKD2L1
NM_016113.4	TRPV2
NM_016115.4	ASB3
NM_016116.2	ASB4
NM_016118.4	NUB1
NM_016120.3	RLIM
NM_016121.4	KCTD3
NM_016122.2	CEP83
NM_016123.3	IRAK4
NM_016124.4	RHD
NM_016125.3	RNFT1
NM_016126.3	HSPB11
NM_016127.5	SARAF
NM_016128.3	COPG1
NM_016129.2	COPS4
NM_016131.4	RAB10
NM_016132.4	MYEF2
NM_016133.3	INSIG2
NM_016134.3	CPQ
NM_016135.3	ETV7
NM_016138.4	COQ7
NM_016139.3	CHCHD2
NM_016140.3	TPPP3
NM_016141.3	DYNC1LI1
NM_016142.2	HSD17B12
NM_016143.4	NSFL1C
NM_016144.3	COMMD10
NM_016145.3	WDR83OS
NM_016146.5	TRAPPC4
NM_016147.2	PPME1
NM_016148.3	SHANK1
NM_016150.4	ASB2
NM_016151.3	TAOK2
NM_016152.3	RARB
NM_016153.2	HSFX1
NM_016154.4	RAB4B
NM_016155.5	MMP17
NM_016156.5	MTMR2
NM_016157.3	TRO
NM_016161.2	A4GNT
NM_016162.3	ING4
NM_016166.2	PIAS1
NM_016167.4	NOL7
NM_016169.3	SUFU
NM_016170.4	TLX2
NM_016172.2	UBAC1
NM_016173.4	HEMK1
NM_016174.4	CERCAM
NM_016175.3	MRNIP
NM_016176.3	SDF4
NM_016178.2	OAZ3
NM_016179.2	TRPC4
NM_016180.4	SLC45A2
NM_016183.3	MRTO4
NM_016184.3	CLEC4A
NM_016185.3	HN1
NM_016186.2	SERPINA10
NM_016188.4	ACTL6B
NM_016190.2	CRNN
NM_016192.3	TMEFF2
NM_016194.3	GNB5
NM_016195.3	KIF20B
NM_016196.3	RBM19
NM_016199.2	LSM7
NM_016200.4	LSM8
NM_016201.3	AMOTL2
NM_016202.2	ZNF580
NM_016203.3	PRKAG2
NM_016204.3	GDF2
NM_016205.2	PDGFC
NM_016206.3	VGLL3
NM_016207.3	CPSF3
NM_016208.3	VPS28
NM_016209.4	TRAPPC2L
NM_016210.4	C3orf18
NM_016211.4	SEC31A
NM_016212.4	TP53TG3
NM_016213.4	TRIP4
NM_016215.4	EGFL7
NM_016216.3	DBR1
NM_016217.2	HECA
NM_016218.3	POLK
NM_016219.4	MAN1B1
NM_016220.4	ZNF107
NM_016221.3	DCTN4
